,Grouping,name,score,binary-artifacts,branch-protection,ci-tests,cii-best-practices,code-review,contributors,dangerous-workflow,dependency-update-tool,fuzzing,license,maintained,packaging,pinned-dependencies,sast,security-policy,signed-releases,token-permissions,vulnerabilities
176,Apache,github.com/apache/commons-jelly,5.4,10,3,0,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
177,Apache,github.com/apache/cordova-js,5.4,10,0,9,0,7,10,10,0,0,10,5,-1,7,0,10,-1,0,10
178,Apache,github.com/apache/cordova-lib,5.3,10,0,10,0,8,10,10,0,0,10,3,-1,7,0,10,-1,0,10
179,Apache,github.com/apache/uima-uimafit,6.6,10,3,10,0,2,10,10,0,0,10,10,-1,10,0,10,-1,10,10
180,Apache,github.com/apache/tika,6.1,0,3,10,0,6,10,10,10,0,10,10,-1,9,0,10,-1,0,10
181,Apache,github.com/apache/datafu,6.5,10,0,4,0,4,10,10,0,0,10,10,-1,9,7,10,-1,8,10
182,Apache,github.com/apache/servicemix-website,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
183,Apache,github.com/apache/jackrabbit-ocm,5.0,10,0,-1,0,0,0,10,0,0,10,0,-1,10,0,10,-1,10,10
184,Apache,github.com/apache/ant-xooki,4.7,10,0,-1,0,0,0,10,0,0,0,0,-1,10,0,10,-1,10,10
185,Apache,github.com/apache/cordova-plugin-battery-status,4.9,9,0,9,0,5,10,10,0,0,10,1,-1,9,0,10,-1,0,10
186,Apache,github.com/apache/incubator-optiq-csv,5.2,10,0,-1,0,0,6,10,0,0,10,0,-1,10,0,10,-1,10,10
187,Apache,github.com/apache/cxf-build-utils,5.4,10,0,0,0,1,10,10,0,0,10,2,-1,10,0,10,-1,10,10
188,Apache,github.com/apache/photark,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
189,Apache,github.com/apache/ranger,5.9,10,0,-1,0,0,10,10,0,0,10,10,-1,7,0,10,-1,10,10
190,Apache,github.com/apache/httpcomponents-core,6.8,10,0,9,0,3,10,10,0,10,10,10,-1,7,0,10,-1,10,10
191,Apache,github.com/apache/httpd-flood,5.3,10,0,-1,0,0,10,10,0,0,10,0,-1,10,0,10,-1,10,10
192,Apache,github.com/apache/any23,6.4,10,0,10,0,8,10,10,10,0,10,3,-1,9,2,10,-1,0,10
193,Apache,github.com/apache/commons-beanutils,7.0,10,3,10,0,2,10,10,10,0,10,10,-1,7,10,10,-1,0,10
